id,naam,productLabel,maatschappijId,isRetention,isClosable,contractSoort,contractKind,elektraTariefType,gasTariefType,looptijd,contractDurationMonths,looptijdText,smartMeterRequired,toonAkkoordSlimmeMeter,inzichtelijk,helptBesparen,overigeDiensten,additionalConsentQuestion,actieToelichting,elektraGroenIndex,gasGroenIndex,priceQualityScore,priceQualityScoreWithDiscount,bestChoiceIndex,bestChoiceIndexWithDiscount,aandachtspunten,vendorName,contractTermAmounts_monthlyTermAmounts_termExclDiscountExclTaxReduction,contractTermAmounts_monthlyTermAmounts_termExclDiscountInclTaxReduction,contractTermAmounts_monthlyTermAmounts_termInclDiscountExclTaxReduction,contractTermAmounts_monthlyTermAmounts_termInclDiscountInclTaxReduction,contractTermAmounts_yearlyTermAmounts_termExclDiscountExclTaxReduction,contractTermAmounts_yearlyTermAmounts_termExclDiscountInclTaxReduction,contractTermAmounts_yearlyTermAmounts_termInclDiscountExclTaxReduction,contractTermAmounts_yearlyTermAmounts_termInclDiscountInclTaxReduction,scoreOverview_averageScore,scoreOverview_numberOfReviews,scoreOverview_hasEnoughReviewsToShow,prijsdetails_stroomLeveringstarief,prijsdetails_stroomLeveringstariefHoog,prijsdetails_stroomLeveringstariefLaag,prijsdetails_stroomVasteLeveringskosten,prijsdetails_stroomTerugleververgoeding,prijsdetails_stroomTerugleververgoedingHoog,prijsdetails_stroomTerugleververgoedingLaag,prijsdetails_stroomVasteTerugleveringskosten,prijsdetails_stroomDynamischLeveringstarief,prijsdetails_stroomInkoopvergoeding,prijsdetails_electricityFeedInCostPerKWh,prijsdetails_gasLeveringstarief,prijsdetails_gasVasteLeveringskosten,prijsdetails_gasDynamischLeveringstarief,prijsdetails_gasInkoopvergoeding,prijsdetails_extraKosten,prijsdetails_electricityTotalAnnualCost,prijsdetails_gasTotalAnnualCost,prijsdetails_usedOpwekkingBerekenMethodeDubbeleMeter,bonusTekstLang,bonusTekst,discountAmount,discountAmountPerYear,segment
11701,Europese Stroom en Gas 2 jaar Vast,2 jaar,24,False,True,ElektraEnGas,Vast,Vast,Vast,TweeJaar,24,24 maanden,False,False,True,True,True,,,1,0,-19.6226418,-19.6226418,25,29,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Just Energy,81.0,28.07,81.0,28.07,972.04,336.85,972.04,336.85,6.0,303,True,0.0,0.2661361,0.2496075,7.965833333333333,0.05,0.05,0.05,3.345833333333333,0.0,0.0,0.0,1.2502652,7.965833333333333,0.0,0.0,0.0,-46.93,383.7836028,0,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ ,- korting",0.0,,
11459,HollandseWind & Zon Actie en Gas Actie 1 jaar,1 jaar,10,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,0,-14.9304893326,-14.9304893326,6,19,[],Eneco,79.88,26.95,79.88,26.95,958.59,323.4,958.59,323.4,7.1,94,True,0.0,0.26186,0.24374,8.99,0.1823,0.1823,0.1823,0.0,0.0,0.0,0.1723,1.22136,7.99,0.0,0.0,0.0,-58.1014,381.50104,1,,"€ ,- korting",0.0,,C
11503,Nederlandse Stroom en Gas met CO2 compensatie 1 jaar Vast,1 jaar,39,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,1,-17.545387592,-5.875387592,18,9,[],Pure Energy,83.07,30.14,71.4,18.47,996.83,361.64,856.83,221.64,8.0,227,True,0.0,0.25669,0.25002,9.49,0.06,0.06,0.06,2.45,0.0,0.0,0.0,1.24573,9.49,0.0,0.0,0.0,-40.03,401.66997,0,,"€ 140,- korting",140.0,140.0,
11436,Europese Groene Stroom en Europees gas 1 jaar vast,1 jaar,4,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,1,0,-20.5597396726,-20.5597396726,33,34,"['Gratis Stroom Cadeau in het weekend: Van 1 juni t/m 30 september 2025 krijgen Budget Energie klanten in het weekend tussen 12.00 en 17.00 uur Gratis Stroom. Activeer de actie in de Budget Thuis app, een slimme meter is verplicht. Lees de actievoorwaarden voor alle details.']",Budget Energy,82.64,29.71,82.64,29.71,991.69,356.5,991.69,356.5,7.1,2785,True,0.0,0.24749,0.24749,8.99,0.02,0.02,0.02,3.0,0.0,0.0,0.0,1.21987,8.99,0.0,0.0,0.0,-36.87,393.36843,0,,,,,
10098,Groene stroom & Gas 3 jaar Vast,3 jaar,86,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,1,0,-33.7543423802,-26.3643423802,37,38,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Mega,94.94,42.01,87.55,34.62,1139.3,504.11,1050.64,415.45,5.7,119,True,0.0,0.28035,0.26802,13.6125,0.05,0.05,0.05,6.31,0.0,0.0,0.0,1.20724,13.6125,0.0,0.0,0.0,56.4,447.71436,1,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 266,- korting",266.0,88.66,
10369,Nederlandse Stroom en Gas 3 jaar Wind Mee,3 jaar,43,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,2,0,-18.5270881722,-1.8670881722,22,7,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",United Consumers,83.86,30.93,67.2,14.27,1006.37,371.18,806.37,171.18,7.7,103,True,0.0,0.27274,0.23757,8.3325,0.09,0.09,0.09,3.0675,0.0,0.0,0.0,1.29067,10.652033333333334,0.0,0.0,0.0,-48.43,419.61403,0,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ 600,- korting",600.0,200.0,
13093,Nederlandse Groene Stroom en Mix met groen gas Vast 1 Jaar,1 jaar,89,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,0,-16.9226889458,-0.2526889458,15,6,[],Engie,82.0,29.07,65.34,12.4,984.02,348.83,784.02,148.83,7.7,180,True,0.0,0.2971605,0.2557543,10.764166666666666,0.125,0.125,0.125,0.0,0.0,0.0,0.115,1.2271421,8.683766666666667,0.0,0.0,0.0,-41.51,390.3408469,0,,"€ 200,- korting",200.0,200.0,
11702,Europese Stroom en Gas 3 jaar Vast,3 jaar,24,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,1,0,-19.7626418,-19.7626418,26,30,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.']",Just Energy,81.14,28.21,81.14,28.21,973.69,338.5,973.69,338.5,6.0,303,True,0.0,0.2614292,0.2465583,7.965833333333333,0.05,0.05,0.05,3.345833333333333,0.0,0.0,0.0,1.2687903,7.965833333333333,0.0,0.0,0.0,-46.93,385.4323367,0,"Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract.","€ ,- korting",0.0,,
11968,Nederlandse Stroom en Gas 1 jaar Wind Mee,1 jaar,43,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,0,-17.8270881722,7.1729118278,20,2,[],United Consumers,83.16,30.23,58.16,5.23,997.95,362.76,697.95,62.76,7.7,103,True,0.0,0.28551,0.24179,8.3325,0.1,0.1,0.1,3.0675,0.0,0.0,0.0,1.24405,10.349166666666667,0.0,0.0,0.0,-49.07,411.83045,0,,"€ 300,- korting",300.0,300.0,
12095,Nederlandse Groene stroom en Gas met CO2 compensatie 1 jaar vast,1 jaar,70,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,1,-14.0109883656,-14.0109883656,3,17,[],At | New Energy,79.28,26.35,79.28,26.35,951.39,316.2,951.39,316.2,7.6,27,True,0.0,0.270417,0.240343,8.57083875,0.0215648,0.0215648,0.0215648,0.0,0.0,0.0,0.0,1.28577,8.57083875,0.0,0.0,0.0,-78.0000822,394.203595,1,,,0.0,,
11439,Europese Groene Stroom en Europees gas 3 jaar vast,3 jaar,4,False,True,ElektraEnGas,Vast,Vast,Vast,DrieJaar,36,36 maanden,False,False,True,True,True,,,1,0,-21.0697396726,-21.0697396726,35,36,"['Heb je zonnepanelen of ga je deze installeren? Vanaf 1 januari 2027 mag er niet meer gesaldeerd worden. Het is nog niet duidelijk wat de terugleverkosten en terugleververgoeding na deze datum zullen zijn. Wil je flexibiliteit behouden, kies dan voor een dynamisch, variabel of 1 jaar vast contract. \nGratis Stroom Cadeau in het weekend: Van 1 juni t/m 30 september 2025 krijgen Budget Energie klanten in het weekend tussen 12.00 en 17.00 uur Gratis Stroom. Activeer de actie in de Budget Thuis app, een slimme meter is verplicht. Lees de actievoorwaarden voor alle details.']",Budget Energy,83.15,30.22,83.15,30.22,997.83,362.64,997.83,362.64,7.1,2785,True,0.0,0.23842,0.23842,8.99,0.02,0.02,0.02,3.0,0.0,0.0,0.0,1.28884,8.99,0.0,0.0,0.0,-36.87,399.50676,0,,,,,
10257,Nederlandse Windstroom en gas 1 jaar en cashback,1 jaar,35,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,2,0,-14.5382897194,-14.5382897194,5,18,[],Oxxio,79.36,26.43,79.36,26.43,952.31,317.12,952.31,317.12,6.9,150,True,0.0,0.25473,0.23788,8.99,0.1823,0.1823,0.1823,0.0,0.0,0.0,0.1723,1.21826,7.49,0.0,0.0,0.0,-58.1014,375.22514,1,,"€ ,- korting",0.0,,C
11453,Europese Stroom en Gas 1 jaar Vast,1 jaar,82,False,True,ElektraEnGas,Vast,Vast,Vast,EenJaar,12,12 maanden,False,False,True,True,True,,,1,0,-19.812142767,-19.812142767,27,31,[],Innova Energy,80.87,27.94,80.87,27.94,970.48,335.29,970.48,335.29,5.5,13,True,0.0,0.2651923,0.2546653,7.965833333333333,0.05,0.05,0.05,3.345833333333333,0.0,0.0,0.0,1.2326718,7.965833333333333,0.0,0.0,0.0,-46.93,382.2177902,0,,"€ ,- korting",0.0,,
