id,name,out,features,summary,feature_active,feature_label,provider_name,provider_logo,terms_type,terms_end,pricing_total,pricing_display_total,pricing_details_power_tariff,pricing_details_power_consumption,pricing_details_power_total_sum,pricing_details_power_tax_reduction,pricing_details_power_display_sum,pricing_details_gas_tariff,pricing_details_gas_consumption,pricing_details_gas_total_sum,pricing_details_gas_display_sum,pricing_details_feed_in_tariff,pricing_details_feed_in_consumption,pricing_details_feed_in_total_sum,pricing_details_feed_in_display_sum,pricing_details_feed_in_cost_tariff,pricing_details_feed_in_cost_fee,pricing_details_feed_in_cost_label,pricing_details_feed_in_cost_total_kwh,pricing_details_feed_in_cost_total_sum,pricing_details_feed_in_cost_display_sum,pricing_details_fixed_cost_power,pricing_details_fixed_cost_gas,pricing_details_fixed_cost_total_sum,pricing_details_fixed_cost_display_sum,pricing_details_operator_power,pricing_details_operator_gas,pricing_details_operator_total_sum,pricing_details_operator_display_sum,pricing_details_bruto_total_sum,pricing_details_bruto_display_sum,pricing_details_discount_type,pricing_details_discount_total_sum,pricing_details_discount_display_sum,pricing_details_discount_label,pricing_details_discount_title,pricing_details_discount_description,pricing_details_summary_power_total_sum,pricing_details_summary_power_display_sum,pricing_details_summary_gas_total_sum,pricing_details_summary_gas_display_sum,pricing_details_summary_feed_in_total_sum,pricing_details_summary_feed_in_display_sum,reviews_id,reviews_summary_total,reviews_summary_price_number,reviews_summary_price_percentage,reviews_summary_service_number,reviews_summary_service_percentage,reviews_summary_general_number,reviews_summary_general_percentage,reviews_summary_average_number,reviews_summary_average_percentage
22,Vast (3 jaar),https://api.energievergelijk.nl/vergelijker/out/22,"[{'id': 26, 'description': '100% groene stroom uit NL', 'description_long': None, 'icon': 'plus-compare'}, {'id': 38, 'description': '3 jaar geen verrassingen', 'description_long': None, 'icon': 'plus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}]",False,,Eneco,https://api.energievergelijk.nl/storage/logo/Eneco.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",0.0,"0,00","0,251",0,0,0,"0,00","1,349",,0,"0,00","0,192",0,0,"0,00","0,182",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",434,822,"7,7",77,"7,9",79,"7,9",79,"7,8",78
23,Vast (3 jaar),https://api.energievergelijk.nl/vergelijker/out/23,"[{'id': 8, 'description': 'Onderdeel van Essent', 'description_long': None, 'icon': 'plus-compare'}, {'id': 33, 'description': '3 jaar lang zekerheid', 'description_long': None, 'icon': 'plus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}, {'description': '€ 50 korting', 'type': 'discount'}]",False,,Energiedirect,https://api.energievergelijk.nl/storage/logo/Energiedirect.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",-16.666666666666668,"-16,67","0,256",0,0,0,"0,00","1,370",,0,"0,00","0,050",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,16.666666666666668,50,€ 50 korting,€ 50 korting,"Nu tijdelijk tot <strong class=""marker orange-small"">€ 50,-</strong> bonus. Dit bedrag ontvang je als extra korting op je eerste jaarnota. De hoogte van de korting is afhankelijk van je verbruik en postcode (<a href=""https://api.energievergelijk.nl/vergelijker/out/23"" target=""_blank"" rel=""nofollow"">vul hier in</a>).",0,"0,00",0,"0,00",0,"0,00",474,602,"8,2",82,"8,1",81,"8,3",83,"8,2",82
24,Variabel,https://api.energievergelijk.nl/vergelijker/out/24,"[{'id': 7, 'description': 'Prettige energie-app', 'description_long': None, 'icon': 'plus-compare'}, {'id': 18, 'description': 'Tijdig bericht bij wijzigingen', 'description_long': None, 'icon': 'plus-compare'}]","[{'description': 'Variabel', 'type': 'standard'}, {'description': 'Maandelijks opzegbaar', 'type': 'standard'}]",False,,Energiedirect,https://api.energievergelijk.nl/storage/logo/Energiedirect.svg,Variabel: tarieven wijzigen elke drie maanden of vaker,"Maandelijks op te zeggen, zonder boete",0.0,"0,00","0,258",0,0,0,"0,00","1,382",,0,"0,00","0,050",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",474,602,"8,2",82,"8,1",81,"8,3",83,"8,2",82
25,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/25,"[{'id': 14, 'description': 'Al 2,5 miljoen klanten', 'description_long': None, 'icon': 'plus-compare'}, {'id': 15, 'description': 'Groene stroom', 'description_long': None, 'icon': 'plus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}, {'description': 'Tot € 25 korting', 'type': 'discount'}]",False,,Essent,https://api.energievergelijk.nl/storage/logo/Essent.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",-25.0,"-25,00","0,225",0,0,0,"0,00","1,210",,0,"0,00","0,055",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,25.0,25,Tot € 25 korting,Tot € 25 korting,"Nu tijdelijk tot <strong class=""marker orange-small"">€ 25,-</strong> bonus. Dit bedrag krijg je als extra korting op je jaarnota. De hoogte van de korting is afhankelijk van je verbruik en postcode (<a href=""https://api.energievergelijk.nl/vergelijker/out/25"" target=""_blank"" rel=""nofollow"">vul hier in</a>).",0,"0,00",0,"0,00",0,"0,00",466,1064,"8,2",82,"8,4",84,"8,5",85,"8,4",84
27,Vast (1 jaar),,"[{'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}, {'id': 7, 'description': 'Prettige energie-app', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}]",False,,Greenchoice,https://api.energievergelijk.nl/storage/logo/greenchoice.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",0.0,"0,00","0,245",0,0,0,"0,00","1,246",,0,"0,00","0,160",0,0,"0,00","0,148",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",503,378,"7,9",79,"8,2",82,"8,2",82,"8,1",81
28,Vast (2 jaar),,"[{'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}, {'id': 7, 'description': 'Prettige energie-app', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '2 jaar', 'type': 'standard'}]",False,,Greenchoice,https://api.energievergelijk.nl/storage/logo/greenchoice.svg,Jaarcontract: tarieven staan twee jaar lang vast," Na twee jaar op te zeggen, zonder boete",0.0,"0,00","0,245",0,0,0,"0,00","1,248",,0,"0,00","0,160",0,0,"0,00","0,152",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",503,378,"7,9",79,"8,2",82,"8,2",82,"8,1",81
29,Vast (3 jaar),,"[{'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}, {'id': 7, 'description': 'Prettige energie-app', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}]",False,,Greenchoice,https://api.energievergelijk.nl/storage/logo/greenchoice.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",0.0,"0,00","0,243",0,0,0,"0,00","1,294",,0,"0,00","0,160",0,0,"0,00","0,152",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",503,378,"7,9",79,"8,2",82,"8,2",82,"8,1",81
31,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/31,"[{'id': 11, 'description': 'Persoonlijk bespaaradvies', 'description_long': None, 'icon': 'plus-compare'}, {'id': 18, 'description': 'Tijdig bericht bij wijzigingen', 'description_long': None, 'icon': 'plus-compare'}, {'id': 46, 'description': 'Klantscore kan beter', 'description_long': None, 'icon': 'minus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}, {'description': 'Tot € 100 korting', 'type': 'discount'}]",False,,Innova Energie,https://api.energievergelijk.nl/storage/logo/InnovaEnergie-01.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",-100.0,"-100,00","0,258",0,0,0,"0,00","1,233",,0,"0,00","0,061",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,100.0,100,Tot € 100 korting,Tot € 100 korting,"Nu met eenmalig tot <strong class=""marker orange-small"">€ 100,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota. De hoogte van de korting is afhankelijk van je verbruik (<a href=""https://api.energievergelijk.nl/vergelijker/out/31"" target=""_blank"" rel=""nofollow"">vul hier in</a>).",0,"0,00",0,"0,00",0,"0,00",722,232,"7,0",70,"6,6",66,"6,5",65,"6,7",67
32,Vast (2 jaar),https://api.energievergelijk.nl/vergelijker/out/32,"[{'id': 18, 'description': 'Tijdig bericht bij wijzigingen', 'description_long': None, 'icon': 'plus-compare'}, {'id': 45, 'description': '2 jaar lang zekerheid', 'description_long': None, 'icon': 'plus-compare'}, {'id': 46, 'description': 'Klantscore kan beter', 'description_long': None, 'icon': 'minus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '2 jaar', 'type': 'standard'}, {'description': 'Tot € 100 korting', 'type': 'discount'}]",False,,Innova Energie,https://api.energievergelijk.nl/storage/logo/InnovaEnergie-01.svg,Jaarcontract: tarieven staan twee jaar lang vast," Na twee jaar op te zeggen, zonder boete",-50.0,"-50,00","0,256",0,0,0,"0,00","1,250",,0,"0,00","0,050",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,50.0,100,Tot € 100 korting,Tot € 100 korting,"Nu met eenmalig tot <strong class=""marker orange-small"">€ 100,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota. Nu met eenmalig tot <strong class=""marker orange-small"">€ 100,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota. De hoogte van de korting is afhankelijk van je verbruik (<a href=""https://api.energievergelijk.nl/vergelijker/out/32"" target=""_blank"" rel=""nofollow"">vul hier in</a>).",0,"0,00",0,"0,00",0,"0,00",722,232,"7,0",70,"6,6",66,"6,5",65,"6,7",67
33,Vast (3 jaar),https://api.energievergelijk.nl/vergelijker/out/33,"[{'id': 17, 'description': 'Deskundige klantenservice', 'description_long': None, 'icon': 'plus-compare'}, {'id': 18, 'description': 'Tijdig bericht bij wijzigingen', 'description_long': None, 'icon': 'plus-compare'}, {'id': 46, 'description': 'Klantscore kan beter', 'description_long': None, 'icon': 'minus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}, {'description': 'Tot € 100 korting', 'type': 'discount'}]",False,,Innova Energie,https://api.energievergelijk.nl/storage/logo/InnovaEnergie-01.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",-33.333333333333336,"-33,33","0,252",0,0,0,"0,00","1,269",,0,"0,00","0,061",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,33.333333333333336,100,Tot € 100 korting,Tot € 100 korting,"Nu met eenmalig tot <strong class=""marker orange-small"">€ 100,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota. De hoogte van de korting is afhankelijk van je verbruik (<a href=""https://api.energievergelijk.nl/vergelijker/out/33"" target=""_blank"" rel=""nofollow"">vul hier in</a>).",0,"0,00",0,"0,00",0,"0,00",722,232,"7,0",70,"6,6",66,"6,5",65,"6,7",67
42,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/42,"[{'id': 28, 'description': 'Lokale groene energie uit NL', 'description_long': None, 'icon': 'plus-compare'}, {'id': 30, 'description': 'Geen winstoogmerk', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}]",False,,OM,https://api.energievergelijk.nl/storage/logo/OM-nieuwe-energie.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",0.0,"0,00","0,253",0,0,0,"0,00","1,286",,0,"0,00","0,027",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",613,26,"8,5",85,"8,7",87,"8,7",87,"8,6",86
43,Variabel,https://api.energievergelijk.nl/vergelijker/out/43,"[{'id': 28, 'description': 'Lokale groene energie uit NL', 'description_long': None, 'icon': 'plus-compare'}, {'id': 30, 'description': 'Geen winstoogmerk', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Variabel', 'type': 'standard'}, {'description': 'Maandelijks opzegbaar', 'type': 'standard'}]",False,,OM,https://api.energievergelijk.nl/storage/logo/OM-nieuwe-energie.svg,Variabel: tarieven wijzigen elke drie maanden of vaker,"Maandelijks op te zeggen, zonder boete",0.0,"0,00","0,242",0,0,0,"0,00","1,331",,0,"0,00","0,027",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",613,26,"8,5",85,"8,7",87,"8,7",87,"8,6",86
44,Vast (3 jaar),https://api.energievergelijk.nl/vergelijker/out/44,"[{'id': 4, 'description': 'Vast termijnbedrag', 'description_long': None, 'icon': 'plus-compare'}, {'id': 5, 'description': '100% Europese windstroom', 'description_long': None, 'icon': 'plus-compare'}]","[{'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}]",False,,Oxxio,https://api.energievergelijk.nl/storage/logo/Oxxio.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",0.0,"0,00","0,243",0,0,0,"0,00","1,347",,0,"0,00","0,192",0,0,"0,00","0,182",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,Tot € 0 korting,Tot € 0 korting,"Nu tijdelijk tot <strong class=""marker orange-small"">€ 0</strong> bonus. De korting wordt jaarlijks in gelijke delen verrekend bij je jaarafrekening.",0,"0,00",0,"0,00",0,"0,00",511,207,"7,2",72,"7,2",72,"7,3",73,"7,2",72
45,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/45,"[{'id': 31, 'description': 'Onderdeel van Vattenfall', 'description_long': None, 'icon': 'plus-compare'}, {'id': 32, 'description': '100% groene energie', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}]",False,,Powerpeers,https://api.energievergelijk.nl/storage/logo/powerpeers-logo-nav.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",0.0,"0,00","0,335",0,0,0,"0,00","1,311",,0,"0,00","0,150",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,€ 0 korting,€ 0 korting,"Nu tijdelijk met <strong class=""marker orange-small"">€ 0,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota.",0,"0,00",0,"0,00",0,"0,00",2619,9,"8,4",84,"9,4",94,"9,8",98,"8,2",82
46,Variabel,https://api.energievergelijk.nl/vergelijker/out/46,"[{'id': 31, 'description': 'Onderdeel van Vattenfall', 'description_long': None, 'icon': 'plus-compare'}, {'id': 32, 'description': '100% groene energie', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Variabel', 'type': 'standard'}, {'description': 'Maandelijks opzegbaar', 'type': 'standard'}]",False,,Powerpeers,https://api.energievergelijk.nl/storage/logo/powerpeers-logo-nav.svg,Variabel: tarieven wijzigen elke drie maanden of vaker,"Maandelijks op te zeggen, zonder boete",0.0,"0,00","0,304",0,0,0,"0,00","1,517",,0,"0,00","0,150",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",2619,9,"8,4",84,"9,4",94,"9,8",98,"8,2",82
47,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/47,"[{'id': 13, 'description': 'Korte telefonische wachttijd', 'description_long': None, 'icon': 'plus-compare'}, {'id': 26, 'description': '100% groene stroom uit NL', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}, {'description': '€ 70 korting', 'type': 'discount'}]",False,,Pure Energie,https://api.energievergelijk.nl/storage/logo/PureEnergie.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",-70.0,"-70,00","0,254",0,0,0,"0,00","1,246",,0,"0,00","0,060",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,70.0,70,€ 70 korting,€ 70 korting,"Nu tijdelijk met <strong class=""marker orange-small"">€ 70,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota.",0,"0,00",0,"0,00",0,"0,00",520,53,"8,8",88,"8,8",88,"8,7",87,"8,7",87
48,Variabel,https://api.energievergelijk.nl/vergelijker/out/48,"[{'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}, {'id': 17, 'description': 'Deskundige klantenservice', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Variabel', 'type': 'standard'}, {'description': 'Maandelijks opzegbaar', 'type': 'standard'}]",False,,Pure Energie,https://api.energievergelijk.nl/storage/logo/PureEnergie.svg,Variabel: tarieven wijzigen elke drie maanden of vaker,"Maandelijks op te zeggen, zonder boete",0.0,"0,00","0,297",0,0,0,"0,00","1,368",,0,"0,00","0,145",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,0.0,0,,,,0,"0,00",0,"0,00",0,"0,00",520,53,"8,8",88,"8,8",88,"8,7",87,"8,7",87
50,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/50,"[{'id': 4, 'description': 'Vast termijnbedrag', 'description_long': None, 'icon': 'plus-compare'}, {'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}, {'description': '€ 180 korting', 'type': 'discount'}]",False,,United Consumers,https://api.energievergelijk.nl/storage/logo/united-consumers.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",-180.0,"-180,00","0,264",0,0,0,"0,00","1,244",,0,"0,00","0,100",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,180.0,180,€ 180 korting,€ 180 korting,"Nu tijdelijk met <strong class=""marker orange-small"">€ 180,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota.",0,"0,00",0,"0,00",0,"0,00",607,253,"8,9",89,"9,0",90,"9,0",90,"9,0",90
51,Vast (3 jaar),https://api.energievergelijk.nl/vergelijker/out/51,"[{'id': 6, 'description': '100% groene stroom en gas', 'description_long': None, 'icon': 'plus-compare'}, {'id': 12, 'description': 'Goed bereikbare klantenservice', 'description_long': None, 'icon': 'plus-compare'}, {'id': 13, 'description': 'Korte telefonische wachttijd', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '3 jaar', 'type': 'standard'}, {'description': '€ 240 korting', 'type': 'discount'}]",False,,United Consumers,https://api.energievergelijk.nl/storage/logo/united-consumers.svg,Meerjarig: tarieven staan drie jaar vast,"Na drie jaar op te zeggen, zonder boete",-80.0,"-80,00","0,284",0,0,0,"0,00","1,311",,0,"0,00","0,100",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,80.0,240,€ 240 korting,€ 240 korting,"Nu tijdelijk met <strong class=""marker orange-small"">€ 240,-</strong>. Deze korting wordt in drie delen uitgekeerd op je jaarnota.",0,"0,00",0,"0,00",0,"0,00",607,253,"8,9",89,"9,0",90,"9,0",90,"9,0",90
52,Vast (1 jaar),https://api.energievergelijk.nl/vergelijker/out/52,"[{'id': 13, 'description': 'Korte telefonische wachttijd', 'description_long': None, 'icon': 'plus-compare'}, {'id': 24, 'description': '100% Nederlandse groene stroom', 'description_long': None, 'icon': 'plus-compare'}]","[{'icon': 'leaf.svg', 'description': '100% groen uit Nederland', 'label': 'Duurzaamheid', 'type': 'highlight'}, {'description': 'Vast', 'type': 'standard'}, {'description': '1 jaar', 'type': 'standard'}, {'description': '€ 125 korting', 'type': 'discount'}]",False,,Vandebron,https://api.energievergelijk.nl/storage/logo/Vandebron.svg,Jaarcontract: tarieven staan één jaar lang vast," Na één jaar op te zeggen, zonder boete",-125.0,"-125,00","0,253",0,0,0,"0,00","1,247",,0,"0,00","0,140",0,0,"0,00","0,000",0,,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,"0,00",PRICE,125.0,125,€ 125 korting,€ 125 korting,"Nu tijdelijk met <strong class=""marker orange-small"">€ 125,-</strong> bonus. Dit bedrag krijg je als <strong>extra korting</strong> op je jaarnota. Claim je korting <a href=""https://api.energievergelijk.nl/vergelijker/out/52"" target=""_blank"" rel=""nofollow"">hier</a>.",0,"0,00",0,"0,00",0,"0,00",516,118,"7,7",77,"7,9",79,"7,9",79,"7,8",78
